z_fa_2back,z_hit_2back,dprime_2back,StudyID
-0.21057730843467465,-0.4845962216014384,-0.27401891316676374,9
3.333513998702484,0.29040141220968574,-3.043112586492798,56
0.8799123245306048,0.03206886760597752,-0.8478434569246273,66
1.4251571410132444,-1.259593855412562,-2.6847509964258065,68
-0.4831997166759945,0.8070665014171011,1.2902662180930955,82
0.06204509980664521,0.8070665014171011,0.7450214016104559,89
0.8799123245306048,0.8070665014171011,-0.07284582311350363,111
-0.7558221249173144,-0.2262636769977302,0.5295584479195842,119
-1.0284445331586345,1.3237315906245175,2.352176123783152,129
-1.0284445331586345,0.03206886760597752,1.0605134007646118,130
-0.7558221249173144,1.0653990460208098,1.821221170938124,140
0.6072899162892849,-0.4845962216014384,-1.0918861378907232,141
0.06204509980664521,0.03206886760597752,-0.02997623220066769,143
1.4251571410132444,-0.7429287662051461,-2.1680859072183907,146
1.1525347327719246,-2.292924033827394,-3.4454587665993186,155
-0.4831997166759945,0.8070665014171011,1.2902662180930955,1
0.06204509980664521,-0.2262636769977302,-0.2883087768043754,3
-0.4831997166759945,1.0653990460208098,1.5485987626968043,22
-0.4831997166759945,0.29040141220968574,0.7736011288856802,33
0.06204509980664521,0.03206886760597752,-0.02997623220066769,37
2.515646773978524,-0.2262636769977302,-2.741910450976254,43
-1.0284445331586345,1.0653990460208098,2.093843579179444,51
0.06204509980664521,0.29040141220968574,0.22835631240304052,58
-0.21057730843467465,-2.80958912303481,-2.5990118146001353,67
0.3346675080479651,-1.0012613108088544,-1.3359288188568197,69
-0.4831997166759945,1.0653990460208098,1.5485987626968043,77
-0.4831997166759945,0.8070665014171011,1.2902662180930955,83
1.6977795492545644,-1.0012613108088544,-2.699040860063419,95
0.6072899162892849,0.03206886760597752,-0.5752210486833074,96
-0.21057730843467465,-0.7429287662051461,-0.5323514577704715,116
0.3346675080479651,0.8070665014171011,0.472398993369136,121
-1.0284445331586345,1.0653990460208098,2.093843579179444,131
-0.4831997166759945,1.0653990460208098,1.5485987626968043,117
-1.0284445331586345,0.5487339568133934,1.5771784899720278,2
-0.7558221249173144,0.8070665014171011,1.5628886263344155,6
-0.7558221249173144,0.8070665014171011,1.5628886263344155,19
-0.7558221249173144,0.5487339568133934,1.3045560817307078,26
-0.7558221249173144,1.0653990460208098,1.821221170938124,45
0.06204509980664521,-0.4845962216014384,-0.5466413214080836,48
1.4251571410132444,-1.0012613108088544,-2.426418451822099,50
-0.7558221249173144,1.3237315906245175,2.079553715541832,57
-0.7558221249173144,-0.4845962216014384,0.271225903315876,73
0.3346675080479651,0.29040141220968574,-0.04426609583827934,78
-0.4831997166759945,-2.5512565784311017,-2.068056861755107,90
-1.0284445331586345,-0.4845962216014384,0.5438483115571959,91
0.6072899162892849,0.03206886760597752,-0.5752210486833074,104
-0.21057730843467465,0.29040141220968574,0.5009787206443603,112
-0.4831997166759945,0.5487339568133934,1.0319336734893878,132
1.1525347327719246,-0.4845962216014384,-1.637130954373363,133
-0.7558221249173144,0.29040141220968574,1.046223537127,4
-0.7558221249173144,1.3237315906245175,2.079553715541832,8
-0.7558221249173144,1.5820641352282252,2.3378862601455395,18
-1.0284445331586345,0.5487339568133934,1.5771784899720278,21
0.3346675080479651,-1.5179264000162702,-1.8525939080642353,34
-0.4831997166759945,1.0653990460208098,1.5485987626968043,36
-0.4831997166759945,0.5487339568133934,1.0319336734893878,38
0.3346675080479651,0.5487339568133934,0.21406644876542835,42
-1.0284445331586345,-1.0012613108088544,0.02718322234977988,46
0.06204509980664521,-0.2262636769977302,-0.2883087768043754,55
0.8799123245306048,0.03206886760597752,-0.8478434569246273,62
0.3346675080479651,-2.292924033827394,-2.627591541875359,75
0.06204509980664521,0.29040141220968574,0.22835631240304052,79
-0.4831997166759945,0.8070665014171011,1.2902662180930955,87
-0.21057730843467465,0.5487339568133934,0.759311265248068,105
-0.4831997166759945,0.03206886760597752,0.515268584281972,120
-0.7558221249173144,-0.7429287662051461,0.01289335871216823,122
0.6072899162892849,0.5487339568133934,-0.05855595947589143,134
-0.21057730843467465,0.5487339568133934,0.759311265248068,126
-0.4831997166759945,0.03206886760597752,0.515268584281972,14
0.06204509980664521,0.03206886760597752,-0.02997623220066769,20
0.6072899162892849,1.0653990460208098,0.45810912973152496,28
-0.7558221249173144,1.3237315906245175,2.079553715541832,35
0.6072899162892849,-0.2262636769977302,-0.8335535932870151,47
-0.4831997166759945,0.29040141220968574,0.7736011288856802,70
0.3346675080479651,0.5487339568133934,0.21406644876542835,85
0.06204509980664521,0.5487339568133934,0.48668885700674824,101
0.3346675080479651,-1.776258944619978,-2.110926452667943,109
2.788269182219844,-1.259593855412562,-4.047863037632406,113
-1.0284445331586345,-0.4845962216014384,0.5438483115571959,118
0.06204509980664521,-1.259593855412562,-1.3216389552192074,135
-0.7558221249173144,0.8070665014171011,1.5628886263344155,137
-0.21057730843467465,0.03206886760597752,0.24264617604065217,142
-0.7558221249173144,0.29040141220968574,1.046223537127,148
-0.7558221249173144,-2.034591489223686,-1.2787693643063711,153
-1.0284445331586345,0.29040141220968574,1.31884594536832,157
-1.0284445331586345,1.0653990460208098,2.093843579179444,158
1.6977795492545644,-1.776258944619978,-3.4740384938745423,159
0.06204509980664521,-1.259593855412562,-1.3216389552192074,107
-1.0284445331586345,1.3237315906245175,2.352176123783152,161
-1.0284445331586345,0.29040141220968574,1.31884594536832,15
-1.0284445331586345,1.3237315906245175,2.352176123783152,17
-1.0284445331586345,1.0653990460208098,2.093843579179444,30
0.6072899162892849,1.0653990460208098,0.45810912973152496,39
-0.7558221249173144,0.8070665014171011,1.5628886263344155,53
0.8799123245306048,-1.5179264000162702,-2.397838724546875,54
-0.4831997166759945,0.8070665014171011,1.2902662180930955,71
0.06204509980664521,1.0653990460208098,1.0033539462141643,80
0.6072899162892849,0.29040141220968574,-0.3168885040795991,84
-1.0284445331586345,-2.5512565784311017,-1.5228120452724674,92
1.1525347327719246,-0.7429287662051461,-1.895463498977071,93
-0.4831997166759945,0.5487339568133934,1.0319336734893878,94
0.8799123245306048,-0.2262636769977302,-1.1061760015283348,98
0.06204509980664521,-0.2262636769977302,-0.2883087768043754,99
-0.4831997166759945,-0.2262636769977302,0.2569360396782643,100
-0.21057730843467465,-1.776258944619978,-1.5656816361853032,106
0.3346675080479651,-0.7429287662051461,-1.077596274253111,110
0.06204509980664521,0.8070665014171011,0.7450214016104559,127
-1.0284445331586345,-1.776258944619978,-0.7478144114613436,128
0.06204509980664521,-0.4845962216014384,-0.5466413214080836,11
-0.4831997166759945,-0.7429287662051461,-0.25972904952915166,23
-0.7558221249173144,1.0653990460208098,1.821221170938124,31
0.8799123245306048,0.03206886760597752,-0.8478434569246273,41
-0.4831997166759945,0.29040141220968574,0.7736011288856802,44
0.3346675080479651,0.03206886760597752,-0.3025986404419876,52
-0.7558221249173144,0.5487339568133934,1.3045560817307078,59
0.06204509980664521,0.03206886760597752,-0.02997623220066769,61
-0.4831997166759945,-2.292924033827394,-1.8097243171513997,72
1.4251571410132444,-1.259593855412562,-2.6847509964258065,108
0.3346675080479651,-1.0012613108088544,-1.3359288188568197,123
1.1525347327719246,-1.776258944619978,-2.9287936773919023,144
0.6072899162892849,0.8070665014171011,0.19977658512781624,145
-0.21057730843467465,-0.4845962216014384,-0.27401891316676374,149
-0.4831997166759945,0.8070665014171011,1.2902662180930955,150
-0.4831997166759945,0.29040141220968574,0.7736011288856802,154
0.6072899162892849,-0.4845962216014384,-1.0918861378907232,160
1.1525347327719246,-0.7429287662051461,-1.895463498977071,7
0.8799123245306048,-0.7429287662051461,-1.622841090735751,13
0.06204509980664521,0.03206886760597752,-0.02997623220066769,16
0.06204509980664521,1.3237315906245175,1.2616864908178722,25
-0.7558221249173144,1.0653990460208098,1.821221170938124,29
-0.7558221249173144,1.0653990460208098,1.821221170938124,32
-1.0284445331586345,1.3237315906245175,2.352176123783152,40
0.3346675080479651,-2.034591489223686,-2.369258997271651,49
-0.21057730843467465,-0.2262636769977302,-0.01568636856305555,60
-1.0284445331586345,0.03206886760597752,1.0605134007646118,152
5.787115672874362,-1.0012613108088544,-6.788376983683216,76
0.6072899162892849,-0.4845962216014384,-1.0918861378907232,81
-0.7558221249173144,-0.2262636769977302,0.5295584479195842,114
0.3346675080479651,0.8070665014171011,0.472398993369136,124
-0.21057730843467465,0.5487339568133934,0.759311265248068,136
-0.7558221249173144,0.29040141220968574,1.046223537127,138
0.6072899162892849,1.0653990460208098,0.45810912973152496,139
3.6061364069438033,-1.5179264000162702,-5.124062806960073,147
-0.4831997166759945,0.8070665014171011,1.2902662180930955,151
-1.0284445331586345,1.5820641352282252,2.6105086683868595,156
